table_name,field_name,language,field_value,translation
routes,route_short_name,ar,MM M5,أتوبيس M5
routes,route_short_name,ar,CTA 1023,أتوبيس 1023
routes,route_short_name,ar,CTA 1057,أتوبيس 1057
routes,route_short_name,ar,CTA 354,أتوبيس 354
routes,route_short_name,ar,CTA 1062,أتوبيس 1062
routes,route_short_name,ar,CTA 1056,أتوبيس 1056
routes,route_short_name,ar,CTA 1016,أتوبيس 1016
trips,trip_headsign,ar,Church (Kayan) - New Administrative Capital,الكنيسة (الكيان) - العاصمة الإدارية الجديدة
trips,trip_headsign,ar,Cairo Alexandria Agriculture Road,طريق القاهرة اسكندرية الزراعي
trips,trip_headsign,ar,Jazirat Mohamed (2),جزيرة محمد (2)
trips,trip_headsign,ar,Ezbat Khairallah,عزبة خيرالله
trips,trip_headsign,ar,Traffic Department  (Kattameya),ادارة المرور (القطامية)
trips,trip_headsign,ar,Dolce,دولسي
trips,trip_headsign,ar,11th District (6th of October),الحي الحادي عشر (٦ أكتوبر)
trips,trip_headsign,ar,Al Shabab Entrance,مدخل الشباب
trips,trip_headsign,ar,Alf Maskan,ألف مسكن
trips,trip_headsign,ar,Al Sayeda Aisha,السيدة عائشة
trips,trip_headsign,ar,Shabab (Obour),الشباب (العبور)
trips,trip_headsign,ar,Alf Masnaa,ألف مصنع
trips,trip_headsign,ar,Mall of Arabia,مول العرب
trips,trip_headsign,ar,Smart Village,القرية الذكية
trips,trip_headsign,ar,10th District (6th of October),الحي العاشر (٦ أكتوبر)
trips,trip_headsign,ar,Hossary,الحصري
trips,trip_headsign,ar,Al Shorouq,الشروق
trips,trip_headsign,ar,Rawda Mosque  (Obour),مسجد الروضة (العبور)
trips,trip_headsign,ar,Remaya (New Mashaal),الرماية (مشعل الجديد)
trips,trip_headsign,ar,Ommal Square,ميدان العمال
trips,trip_headsign,ar,Magda Square,ميدان ماجدة
trips,trip_headsign,ar,Total  (6th of October),بنزينة توتال (٦ أكتوبر)
trips,trip_headsign,ar,Dawaran Shubra,دوران شبرا
trips,trip_headsign,ar,Helwan University (Ain Helwan),جامعة حلوان (عين حلوان)
trips,trip_headsign,ar,Isaaf,الإسعاف
trips,trip_headsign,ar,3rd Settlement  (New Cairo),التجمع الثالث
trips,trip_headsign,ar,Mehwar & Alex Desert Rd,المحور مع اسكندرية صحراوي
trips,trip_headsign,ar,Darrasa,الدراسة
trips,trip_headsign,ar,Amr Ibn El Aas,عمرو بن العاص
trips,trip_headsign,ar,Abd Al Moneim Riad,عبد المنعم رياض
trips,trip_headsign,ar,Abou Al Reesh,أبو الريش
trips,trip_headsign,ar,FUE,جامعة المستقبل
trips,trip_headsign,ar,Haram Mashaal,الهرم مشعل
trips,trip_headsign,ar,Rehab - Gate 13 - 12,الرحاب - بوابة ١٣- 12
trips,trip_headsign,ar,Lebanon Square,ميدان لبنان
trips,trip_headsign,ar,Masraweya,المصراوية
trips,trip_headsign,ar,Sheikh Zayed General Hospital,مستشفي الشيخ زايد العام
trips,trip_headsign,ar,Helwan Ferry,معدية حلوان
trips,trip_headsign,ar,Badr (Sheikh Zayed),مساكن بدر (الشيخ زايد)
trips,trip_headsign,ar,Al Hegaz (Obour Police ),الحجاز (قسم العبور)
trips,trip_headsign,ar,Gas (Banks Area),الغاز (البنوك)
trips,trip_headsign,ar,10th District (Nasr City),الحي العاشر (مدينة نصر)
trips,trip_headsign,ar,Saqr Quraish,صقر قريش
trips,trip_headsign,ar,Al Muluk,الملوك
trips,trip_headsign,ar,Al Zawya Al Hamra,الزاوية الحمراء
trips,trip_headsign,ar,Rehab - Gate 6,الرحاب - بوابة ٦
trips,trip_headsign,ar,Ahmed Helmy,أحمد حلمي
trips,trip_headsign,ar,6th District - 6th of October (Al Souq Al Qadeem),الحي السادس - ٦ أكتوبر(السوق القديم)
trips,trip_headsign,ar,Helwan,حلوان
trips,trip_headsign,ar,Zayed 2000,زايد ٢٠٠٠
trips,trip_headsign,ar,Al Motamayez,المتميز
trips,trip_headsign,ar,Horia Square,ميدان الحرية
trips,trip_headsign,ar,Al Sa'a Square,ميدان الساعة
trips,trip_headsign,ar,7th District (Nasr City),الحي السابع (مدينة نصر)
trips,trip_headsign,ar,Haram & Marioteya,الهرم مريوطية
trips,trip_headsign,ar,Sphinx Airport,مطار سفينكس
trips,trip_headsign,ar,Abageyah,الاباجية
trips,trip_headsign,ar,CIC,الجامعة الكندية الدولية
trips,trip_headsign,ar,Al Warraq,الوراق
trips,trip_headsign,ar,Masaken Al Wehda,مساكن الوحدة
trips,trip_headsign,ar,Masaken Zeinhom,مساكن زينهم
trips,trip_headsign,ar,Imbaba Ferry,الاتوبيس النهري إمبابة
trips,trip_headsign,ar,Obour,العبور
trips,trip_headsign,ar,7th District (6th of October),الحي السابع (٦ أكتوبر)
trips,trip_headsign,ar,Hegaz Square,ميدان الحجاز
trips,trip_headsign,ar,1st Settlement (New Cairo),التجمع الاول
trips,trip_headsign,ar,Cairo University Ferry,الاتوبيس النهري جامعة القاهرة
trips,trip_headsign,ar,Masaken Sheraton,مساكن شيراتون
trips,trip_headsign,ar,Industrial Zone 3,المنطقة الصناعية الثالثة
trips,trip_headsign,ar,Qalaa,القلعة
trips,trip_headsign,ar,Al Mostaqbal Entrance,مدخل المستقبل
trips,trip_headsign,ar,Motseian,متسيان
trips,trip_headsign,ar,Al Mostafa Mosque,مسجد المصطفى
trips,trip_headsign,ar,15th of May,١٥ مايو
trips,trip_headsign,ar,Moneeb Konayyesa,منيب كنيسة
trips,trip_headsign,ar,Hamada Emam,حمادة امام
trips,trip_headsign,ar,New Marg,المرج الجديد
trips,trip_headsign,ar,Al Shorouq Water,محطة المياه شروق
trips,trip_headsign,ar,Matbaa,المطبعة
trips,trip_headsign,ar,Masallah Al Gadeda (Matareyya),المسلة الجديدة (المطرية)
trips,trip_headsign,ar,Al Nozha Al Gadida (Gesr El Suez Garage),النزهة الجديدة (جراج جسر السويس)
trips,trip_headsign,ar,Abbasseya,العباسية
trips,trip_headsign,ar,Badrasheen Ferry,الاتوبيس النهري البدرشين
trips,trip_headsign,ar,Cairo Airport,مطار القاهرة
trips,trip_headsign,ar,Qalyoub,قليوب
trips,trip_headsign,ar,Matareya Square,ميدان المطرية
trips,trip_headsign,ar,Daewoo,دايو
trips,trip_headsign,ar,Hyper 1,هايبر ١
trips,trip_headsign,ar,Masaken Ain Shams,مساكن عين شمس
trips,trip_headsign,ar,New Cairo Court,محكمة القاهرة الجديدة
trips,trip_headsign,ar,Isbiko,اسبيكو
trips,trip_headsign,ar,Masaken Othman (6th of October),مساكن عثمان (6 أكتوبر)
trips,trip_headsign,ar,Dandy Mall,داندي مول
trips,trip_headsign,ar,Zahraa Madinet Nasr,زهراء مدينة نصر
trips,trip_headsign,ar,Kattameya (Mahmoudeya),القطامية (المحمودية)
trips,trip_headsign,ar,Arabella Square,ميدان أرابيلا
trips,trip_headsign,ar,Maspero Ferry,الاتوبيس النهري ماسبيرو
trips,trip_headsign,ar,Arab Maadi,عرب المعادي
trips,trip_headsign,ar,Al Shorouq Academy,اكاديمية الشروق
trips,trip_headsign,ar,Remaya Square,ميدان الرماية
trips,trip_headsign,ar,Hadaba Wosta (Moqattam),الهضبة الوسطى (المقطم)
trips,trip_headsign,ar,AUC Bus,موقف الجامعة الأمريكية
trips,trip_headsign,ar,Al Toub Al Ramly,الطوب الرملي
trips,trip_headsign,ar,Helwan Post Office,بريد حلوان
trips,trip_headsign,ar,Laylat Al Qadr,ليلة القدر
trips,trip_headsign,ar,Ain Shams Metro,مترو عين شمس
trips,trip_headsign,ar,Helwan Metro,مترو حلوان
trips,trip_headsign,ar,Al Hamd Square,ميدان الحمد
trips,trip_headsign,ar,New Cairo Academy,أكاديمية القاهرة الجديدة
trips,trip_headsign,ar,Bohooth (Al Kobri Al Khashab),البحوث (الكوبري الخشب)
trips,trip_headsign,ar,Abou Wafya,ابو وافية
trips,trip_headsign,ar,Can Can 12th District  (6th of October),كان كان الحي الثاني عشر (٦ أكتوبر)
trips,trip_headsign,ar,Mamaleek -Manial (Meqyas),المماليك- المنيل (المقياس)
trips,trip_headsign,ar,Zamalek Ferry,الاتوبيس النهري زمالك
trips,trip_headsign,ar,Masarra,مسرة
trips,trip_headsign,ar,Isko,إسكو
trips,trip_headsign,ar,Kattameya Church,كنيسة القطامية
trips,trip_headsign,ar,10th of Ramadan City,مدينة العاشر من رمضان
trips,trip_headsign,ar,Bulaq Al Dakrur,بولاق الدكرور
trips,trip_headsign,ar,Hadaek EL Kobba,حدائق القبة
trips,trip_headsign,ar,Mostorod,مسطرد
trips,trip_headsign,ar,Awwel Al Zawya Al Hamra,أول الزاوية الحمراء
trips,trip_headsign,ar,Tagneed (Al Remaya),التجنيد (الرماية)
trips,trip_headsign,ar,Zahraa Ain Shams,زهراء عين شمس
trips,trip_headsign,ar,Mazlaqan Ain Shams,مزلقان عين شمس
trips,trip_headsign,ar,Ezbet Al Nakhl,عزبة النخل
trips,trip_headsign,ar,Masaken Helmeyet Al Zaitoun,مساكن حلمية الزيتون
trips,trip_headsign,ar,Abou Rawwash,أبو رواش
trips,trip_headsign,ar,Kerdasa,كرداسة
trips,trip_headsign,ar,Ramses,رمسيس
trips,trip_headsign,ar,Amiriya,الأميرية
trips,trip_headsign,ar,Ibrahim Bek,أبراهيم بيك
trips,trip_headsign,ar,Qalyoub El Balad,قليوب البلد
trips,trip_headsign,ar,Al Wehda Imbaba (Al Bohi),الوحدة أمبابة (البوهي)
trips,trip_headsign,ar,Warraq Al Arab (Cima),وراق العرب (السيما)
trips,trip_headsign,ar,Ghamra,غمرة
trips,trip_headsign,ar,Akher Faisal,آخر فيصل
trips,trip_headsign,ar,Attaba,العتبة
trips,trip_headsign,ar,Mosheer Ahmed Ismail (Sheraton),المشير أحمد إسماعيل (شيراتون)
trips,trip_headsign,ar,Qalyoub Exit,نزلة قليوب
trips,trip_headsign,ar,Nahda City,مدينة النهضة
trips,trip_headsign,ar,Al Sayeda Nafeesa,السيدة نفسية
trips,trip_headsign,ar,Kit Kat Square,ميدان الكيت كات
trips,trip_headsign,ar,Asmarrat,الاسمرات
trips,trip_headsign,ar,Masaken Al Shorouq,مساكن الشروق
trips,trip_headsign,ar,Arab Al Tawaila,عرب الطوايله
trips,trip_headsign,ar,Al Banhawi,البنهاوي
trips,trip_headsign,ar,Sharabeya,الشرابية
trips,trip_headsign,ar,Awwel Makram Ebeid,أول مكرم عبيد
trips,trip_headsign,ar,Masaken Betcho,مساكن بيتشو
trips,trip_headsign,ar,Hadayeq Helwan,حدائق حلوان
trips,trip_headsign,ar,Ahmed Maher Hospital,مستشفي أحمد ماهر
trips,trip_headsign,ar,Badrasheen,البدرشين
trips,trip_headsign,ar,Saqqara,سقارة
trips,trip_headsign,ar,26th of July & Ring Rd,محور ٢٦ يوليو مع الطريق الدائري
trips,trip_headsign,ar,Madinat Al Talaba (Imbaba),مدينة الطلبة (إمبابة)
trips,trip_headsign,ar,Haram Talbeya,هرم طالبية
trips,trip_headsign,ar,Haram Areesh (Sahl Hamza),الهرم العريش (سهل حمزة)
trips,trip_headsign,ar,Basrawy,البصراوي
trips,trip_headsign,ar,Om Bayoumi (Mintay),أم بيومي (منطي)
trips,trip_headsign,ar,Al Shaboory Canal,ترعة الشابوري
trips,trip_headsign,ar,Al Shari' Al Gadeed  (Bahteem),الشارع الجديد (بهتيم)
trips,trip_headsign,ar,Khosous,خلوص
trips,trip_headsign,ar,Al Bassous Steps (Ring Rd),سلم الباسوس (الطريق الدائري)
trips,trip_headsign,ar,Bahtim Square,بهتيم
trips,trip_headsign,ar,Qawmeya Arabeya,القومية العربية
trips,trip_headsign,ar,Mazallat,مظلات
trips,trip_headsign,ar,Rabaah Al Adaweya Mosque,مسجد رابعة العدوية
trips,trip_headsign,ar,Awwel Abbas,اول عباس
trips,trip_headsign,ar,Salam Alexandria,السلام إسكندرية
trips,trip_headsign,ar,Jazirat Mohamed,جزيرة محمد
trips,trip_headsign,ar,Awsim,أوسيم
trips,trip_headsign,ar,Athar Al Naby,أثر النبي
trips,trip_headsign,ar,Tibeen,التبين
trips,trip_headsign,ar,Saft Al Laban,صفط اللبن
trips,trip_headsign,ar,Mazlaqan Al Deweqa,مزلقان الدويقة
trips,trip_headsign,ar,Abu Al Houl St,شارع أبو الهول
trips,trip_headsign,ar,Al Sawah Square,ميدان السواح
trips,trip_headsign,ar,Hawamdeyya,الحوامدية
trips,trip_headsign,ar,Qism El Hadayek,قسم الحدائق
trips,trip_headsign,ar,Obour Market,سوق العبور
trips,trip_headsign,ar,Khanka,الخانكة
trips,trip_headsign,ar,Manshiyat Nasser,منشية ناصر
trips,trip_headsign,ar,Badr City,مدينة بدر
trips,trip_headsign,ar,Bashtil,بشتيل
trips,trip_headsign,ar,Filfil Mosque (Bashtil),مسجد فلفل (بشتيل)
trips,trip_headsign,ar,Nasr St,شارع النصر
trips,trip_headsign,ar,Orabi Bridge,كوبري عرابي
trips,trip_headsign,ar,Megawra 3 (15th of May),مجاوة ٣ (مدينة ١٥ مايو)
trips,trip_headsign,ar,Megawra 11 (15th of May),مجاورة ١١ (مدينة ١٥ مايو)
trips,trip_headsign,ar,Saad Zaghloul Metro,مترو سعد زغلول
trips,trip_headsign,ar,Masaken Almaza,مساكن ألماظة
trips,trip_headsign,ar,Faisal St & Ring Rd,شارع فيصل والدائري
trips,trip_headsign,ar,Mostorod Ring Rd,مسطرد الدائري
trips,trip_headsign,ar,Bab Al Shaaria Square,ميدان باب الشعرية
trips,trip_headsign,ar,Moassaset Al Zakah,مؤسسة الزكاة
trips,trip_headsign,ar,Al Marg Police,قسم المرج
trips,trip_headsign,ar,Applied Arts - Cairo University,كلية فنون تطبيقية - جامعة القاهرة
trips,trip_headsign,ar,8th District (Nasr City) - Al tabba,الحي الثامن (مدينة نصر) - التبة
trips,trip_headsign,ar,Basateen,البساتين
trips,trip_headsign,ar,Al Magzar (Mariouteya),المجزر (المريوطية)
trips,trip_headsign,ar,Masaken Othman (Ezbet El Nakhl),مساكن عثمان (عزبة النخل)
trips,trip_headsign,ar,El Kafr (Birak Al Khiyam),الكفر (برك الخيام)
trips,trip_headsign,ar,Nahia,ناهيا
trips,trip_headsign,ar,Qasr Al Einy,القصر العيني
trips,trip_headsign,ar,Mohagreen (Ezbet Al Nakhl),مهاجرين (عزبة النخل)
trips,trip_headsign,ar,Faisal Tawabek,فيصل طوابق
trips,trip_headsign,ar,Al Malek Al Saleh,الملك الصالح
trips,trip_headsign,ar,Imbaba,امبابة
trips,trip_headsign,ar,Al-Salam (10th of Ramadan),السلام (العاشر من رمضان الجديد)
trips,trip_headsign,ar,Saqqara Traffic Office,مرور سقارة
trips,trip_headsign,ar,Koleyet Al Banat - Ain Shams University,كلية البنات - جامعة عين شمس
trips,trip_headsign,ar,Lotus  (5th Settlement),لوتس (التجمع الخامس)
trips,trip_headsign,ar,El Itihad Square (Maadi),ميدان الاتحاد (المعادي)
trips,trip_headsign,ar,El Warsha (Ezbet Al Nakhl),الورشة (عزبة النخل)
trips,trip_headsign,ar,Bashtil El Balad,بشتيل البلد
trips,trip_headsign,ar,Kafr Al Shurafa,كفر الشرفا
trips,trip_headsign,ar,Ring Rd Exit to Khosous,مخرج خصوص من الطريق الدائري
trips,trip_headsign,ar,Abdullah El Refaey,عبد الله الرفاعي
trips,trip_headsign,ar,Bus Stop 43 (Matareya),الحافلات 43 (المطرية)
trips,trip_headsign,ar,Helmeyet El Zaitoun Metro,مترو حلمية الزيتون
trips,trip_headsign,ar,Kafr Tohormos,كفر طهرمس
trips,trip_headsign,ar,Korba,الكوربة
trips,trip_headsign,ar,Koleyet Al Banat - Azhar University,كلية البنات - جامعة الأزهر
trips,trip_headsign,ar,Kolleyet Al Zeraah (Ain Shams University),كلية الزراعة (جامعة عين شمس)
trips,trip_headsign,ar,Fayda Kamel,فايدة كامل
trips,trip_headsign,ar,Maadi Metro,مترو المعادي
trips,trip_headsign,ar,Al Sheikh Mansour,الشيخ منصور
trips,trip_headsign,ar,Awwel Faisal,أول فيصل
trips,trip_headsign,ar,Cairo University,جامعة القاهرة
trips,trip_headsign,ar,Barageel St,شارع بارجيل
trips,trip_headsign,ar,Khalafawy Square,ميدان الخلفاوي
trips,trip_headsign,ar,Zahraa Metro,مترو الزهراء
trips,trip_headsign,ar,Moassasa,المؤسسة
trips,trip_headsign,ar,Madinat Al Solb  (Al Tibeen),مدينة الصلب (التبين)
trips,trip_headsign,ar,Kilo 4 & Half,الكيلو أربعة و نص
trips,trip_headsign,ar,Abou El Numrus,ابو النمرس
trips,trip_headsign,ar,Shabramant,شبرامنت
trips,trip_headsign,ar,Abboud,عبود
trips,trip_headsign,ar,Znen (Awwel Al Eshreen),زنين (أول العشرين)
trips,trip_headsign,ar,Cairo University Metro,مترو جامعة القاهرة
trips,trip_headsign,ar,Mazghuna,مزغونة
trips,trip_headsign,ar,Marioteya & Ring Rd,المريوطية الطريق الدائري
trips,trip_headsign,ar,Dokki,دقي
trips,trip_headsign,ar,Roxy,روكسي
trips,trip_headsign,ar,Omraneyya,العمرانية
trips,trip_headsign,ar,Al Sayeda Zeinab,السيدة زينب
trips,trip_headsign,ar,Ard El Lewaa,أرض اللواء
trips,trip_headsign,ar,Moneeb,المنيب
trips,trip_headsign,ar,Madinat Al Bo'oth Al Eslamyya,مدينة البعوث الاسلامية
trips,trip_headsign,ar,Giza Square,ميدان الجيزة
trips,trip_headsign,ar,Abou Zaabal,ابو زعبل
trips,trip_headsign,ar,Dar El Salam,دار السلام
trips,trip_headsign,ar,"Omara, Bashtil",عمارة، بشتيل
trips,trip_headsign,ar,Akher Zahraa Street,آخر شارع الزهراء
trips,trip_headsign,ar,Awwel Gamal - Gesr EL Suez,أول جمال - جسر السويس
trips,trip_headsign,ar,Saray Al Qobba,سراي القبة
trips,trip_headsign,ar,Abu Yusif (Ezbet El Haggana),أبو يوسف (عزبة الهجانة)
trips,trip_headsign,ar,Awwel Al Qawmeyya Al Arabeyya,أول القومية العربية
trips,trip_headsign,ar,R2 - New Administrative Capital,الأرتو - العاصمة الإدارية الجديدة
trips,trip_headsign,ar,Almaza Superjet,ألماظة سوبرجيت
trips,trip_headsign,ar,Mabyadah Square - Rod El Farag,ميدان المبيضة - روض الفرج
trips,trip_headsign,ar,Kuwaiti Mosque - Zahraa Maadi,جامع الكويتي - زهراء المعادي
trips,trip_headsign,ar,Al Qanatir Al Khayriyyah,القناطر الخيرية
trips,trip_headsign,ar,Bigam,بيجام
trips,trip_headsign,ar,Kolleyet Al Zeraah (Cairo University),كلية الزراعة (جامعة القاهرة)
trips,trip_headsign,ar,Al Omraneyya Al Gadida,العمرانية الجديدة
trips,trip_headsign,ar,Masaken Dahshour,مساكن دهشور
trips,trip_headsign,ar,Al Bassous,البسوس
trips,trip_headsign,ar,Wizarat District - New Administrative Capital,حي الوزارات - العاصمة الإدارية الجديدة
trips,trip_headsign,ar,Carrefour - Maadi,كارفور - المعادي
trips,trip_headsign,ar,Al Waha (Garage Al Mostaqbal),الواحة (جراج المستقبل)
trips,trip_headsign,ar,Hadayek AL Ahram (Second Gate),حدائق الأهرام (البوابة الثانية)
trips,trip_headsign,ar,October (MM),أكتوبر (مواصلات مصر)
trips,trip_headsign,ar,City Stars,سيتي ستارز
trips,trip_headsign,ar,Zayed (MM),زايد (مواصلات مصر)
trips,trip_headsign,ar,Al Mansheya Al Jadeeda,المنشية الجديدة
trips,trip_headsign,ar,Manshiyet Al Bakary,منشية البكري
trips,trip_headsign,ar,Akher Tersa,آخر ترسا
trips,trip_headsign,ar,Wataneya Moqatam,بنزينة وطنية المقطم
stops,stop_name,ar,Helwan,حلوان
stops,stop_name,ar,Ain Helwan,عين حلوان
stops,stop_name,ar,Helwan University,جامعة حلوان
stops,stop_name,ar,Wadi Hof,وادي حوف
stops,stop_name,ar,Hadayek Helwan,حدائق حلوان
stops,stop_name,ar,El-Maasara,المعصرة
stops,stop_name,ar,Tora El-Asmant,طرة الأسمنت
stops,stop_name,ar,Kozzika,كوتسيكا
stops,stop_name,ar,Tora El-Balad,طرة البلد
stops,stop_name,ar,Sakanat El-Maadi,ثكنات المعادي
stops,stop_name,ar,Maadi,المعادي
stops,stop_name,ar,Hadayek El-Maadi,حدائق المعادي
stops,stop_name,ar,Dar El-Salam,دار السلام
stops,stop_name,ar,El-Zahraa,الزهراء
stops,stop_name,ar,Mar Girgis,مار جرجس
stops,stop_name,ar,El-Malek El-Saleh,الملك الصالح
stops,stop_name,ar,Al-Sayeda Zeinab,السيدة زينب
stops,stop_name,ar,Saad Zaghloul,سعد زغلول
stops,stop_name,ar,Sadat,السادات
stops,stop_name,ar,Nasser,جمال عبد الناصر
stops,stop_name,ar,Orabi,أحمد عرابي
stops,stop_name,ar,Al-Shohadaa,الشهداء
stops,stop_name,ar,Ghamra,غمرة
stops,stop_name,ar,El-Demerdash,الدمرداش
stops,stop_name,ar,Manshiet El-Sadr,منشية الصدر
stops,stop_name,ar,Kobri El-Qobba,كوبري القبة
stops,stop_name,ar,Hammamat El-Qobba,حمامات القبة
stops,stop_name,ar,Saray El-Qobba,سراي القبة
stops,stop_name,ar,Hadayeq El-Zaitoun,حدائق الزيتون
stops,stop_name,ar,Helmeyet El-Zaitoun,حلمية الزيتون
stops,stop_name,ar,El-Matareyya,المطرية
stops,stop_name,ar,Ain Shams,عين شمس
stops,stop_name,ar,Ezbet El-Nakhl,عزبة النخل
stops,stop_name,ar,El-Marg,المرج
stops,stop_name,ar,New El-Marg,المرج الجديدة
stops,stop_name,ar,Shubra El-Kheima,شبرا الخيمة
stops,stop_name,ar,Kolleyyet El-Zeraa,كلية الزراعة
stops,stop_name,ar,Mezallat,المظلات
stops,stop_name,ar,Khalafawy,الخلفاوي
stops,stop_name,ar,St. Teresa,سانت تريزا
stops,stop_name,ar,Rod El Farag,روض الفرج
stops,stop_name,ar,Masarra,مسرة
stops,stop_name,ar,Attaba,العتبة
stops,stop_name,ar,Mohamed Naguib,محمد نجيب
stops,stop_name,ar,Opera,الأوبرا
stops,stop_name,ar,Dokki,الدقي
stops,stop_name,ar,Bohooth,البحوث
stops,stop_name,ar,Cairo University,جامعة القاهرة
stops,stop_name,ar,Faisal,فيصل
stops,stop_name,ar,El-Giza,الجيزة
stops,stop_name,ar,Omm El-Misryeen,أم المصريين
stops,stop_name,ar,Sakiat Mekki,ساقية مكي
stops,stop_name,ar,El-Mounib,المنيب
stops,stop_name,ar,Adly Mansour,عدلي منصور
stops,stop_name,ar,El Haykestep,الهايكستب
stops,stop_name,ar,Omar Ibn El-Khattab,عمر بن الخطاب
stops,stop_name,ar,Qobaa,قباء
stops,stop_name,ar,Hesham Barakat,هشام بركات
stops,stop_name,ar,El-Nozha,النزهة
stops,stop_name,ar,Nadi El-Shams,نادي الشمس
stops,stop_name,ar,Alf Maskan,ألف مسكن
stops,stop_name,ar,Heliopolis Square,ميدان هليوبوليس
stops,stop_name,ar,Haroun,هارون
stops,stop_name,ar,Al-Ahram,الأهرام
stops,stop_name,ar,Koleyet El-Banat,كلية البنات
stops,stop_name,ar,Stadium,استاد القاهرة
stops,stop_name,ar,Fair Zone,أرض المعارض
stops,stop_name,ar,Abbassia,العباسية
stops,stop_name,ar,Abdou Pasha,عبده باشا
stops,stop_name,ar,El Geish,الجيش
stops,stop_name,ar,Bab El Shaaria,باب الشعرية
stops,stop_name,ar,Maspero,ماسبيرو
stops,stop_name,ar,Safaa Hegazy,صفاء حجازي
stops,stop_name,ar,Kit Kat,الكيت كات
stops,stop_name,ar,Sudan,السودان
stops,stop_name,ar,Imbaba,إمبابة
stops,stop_name,ar,El-Bohy,البوهي
stops,stop_name,ar,El-Qawmia,القومية العربية
stops,stop_name,ar,Ring Road,الطريق الدائري
stops,stop_name,ar,Rod El-Farag Corridor,محور روض الفرج
stops,stop_name,ar,Tawfikia,التوفيقية
stops,stop_name,ar,Wadi El-Nile,وادي النيل
stops,stop_name,ar,Gamat El-Dowal,جامعة الدول
stops,stop_name,ar,Boulak El-Dakrour,بولاق الدكرور
routes,route_long_name,ar,Helwan - New El-Marg,حلوان - المرج الجديدة
routes,route_long_name,ar,Shubra El-Kheima - El-Mounib,شبرا الخيمة - المنيب
routes,route_long_name,ar,Adly Mansour - Rod El-Farag Corridor,عدلي منصور - محور روض الفرج
routes,route_short_name,ar,Line 1,الخط الأول
routes,route_short_name,ar,Line 2,الخط الثاني
routes,route_short_name,ar,Line 3,الخط الثالث
stops,stop_name,ar,Cairo Stadium Monorail Station,محطة مونوريل استاد القاهرة
stops,stop_name,ar,Hesham Barakat Monorail Station,محطة مونوريل هشام بركات
stops,stop_name,ar,El Azhar University,جامعة الازهر
stops,stop_name,ar,The Seventh District,الحي السابع
stops,stop_name,ar,El Musheer Ahmed Ismail,المشير احمد اسماعيل
stops,stop_name,ar,Jehan el Sadat,جيهان السادات
stops,stop_name,ar,One Ninety,وان ناينتي
stops,stop_name,ar,El Narges,النرجس
stops,stop_name,ar,Investors,المستثمرين
stops,stop_name,ar,Al Lotus,اللوتس
stops,stop_name,ar,Golden Square,جولدن سكوير
stops,stop_name,ar,Beit el Watan,بيت الوطن
stops,stop_name,ar,Al Fattah al Alim Mosque,مسجد الفتاح العليم
stops,stop_name,ar,R1,الحي R1
stops,stop_name,ar,R2,الحي R2
stops,stop_name,ar,Central Business District,حي المال والاعمال
stops,stop_name,ar,Art and Culture City,مدينة الفنون والثقافة
stops,stop_name,ar,Governmental District,الحي الحكومي
stops,stop_name,ar,Misr Mosque,مسجد مصر
stops,stop_name,ar,Justice City,مدينة العدالة
stops,stop_name,ar,Hadayek al-Assema,حدائق العاصمة
stops,stop_name,ar,Arts and Culture City,مدينة الفنون و الثقافة
stops,stop_name,ar,Knowledge City,مدينة المعارف
routes,route_long_name,ar,East Nile Monorail: Cairo Stadium - Justice City,مونوريل شرق النيل: استاد القاهرة - مدينة العدالة
trips,trip_headsign,ar,Justice City,مدينة العدالة
trips,trip_headsign,ar,Cairo Stadium,استاد القاهرة
routes,route_long_name,ar,Cairo LRT: Adly Mansour - Arts and Culture City,القطار الكهربائي الخفيف: عدلي منصور - مدينة الفنون والثقافة
trips,trip_headsign,ar,Arts and Culture City,مدينة الفنون والثقافة
trips,trip_headsign,ar,Adly Mansour,عدلي منصور
routes,route_long_name,ar,Cairo LRT: Adly Mansour - Knowledge City,القطار الكهربائي الخفيف: عدلي منصور - مدينة المعارف
trips,trip_headsign,ar,Knowledge City,مدينة المعارف
routes,route_long_name,ar,Cairo Airport Shuttle: TB1 - TB2 & TB3,مكوك مطار القاهرة: مبنى ١ - مبنى ٢ و ٣
trips,trip_headsign,ar,TB2 & TB3,مبنى ٢ و ٣
trips,trip_headsign,ar,TB1,مبنى ١
agency,agency_name,ar,Cairo Airport Shuttle,مكوك مطار القاهرة
routes,route_long_name,ar,Rod Al Farag Metro Station - Cairo Security Directorate,محطة مترو روض الفرج - مديرية أمن القاهرة
routes,route_short_name,ar,Minibus 47,مينى باص 47
routes,route_long_name,ar,Masaken Betcho - 8th District (Nasr City),مساكن بيتشو - الحي الثامن (مدينة نصر)
routes,route_short_name,ar,Minibus 56,مينى باص 56
routes,route_long_name,ar,Al Garage - Sawah - Imbaba,الجراج ( السواح ) - إمبابة
routes,route_short_name,ar,Minibus 113,مينى باص 113
routes,route_long_name,ar,8th District (Nasr City) - Kafr AL Shurafa,الحي الثامن (مدينة نصر) - كفر الشرفا
routes,route_short_name,ar,Minibus 133,مينى باص 133
routes,route_long_name,ar,Mohamed Naguib Metro Station - Al Abageyya,محطة مترو محمد نجيب - الاباجية
routes,route_short_name,ar,Minibus 148,مينى باص 148
routes,route_long_name,ar,Al Khosous - Rehab Square,الخصوص - ميدان الرحاب
